LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,CentralAir,Electrical,Functional,PavedDrive,SaleType,SaleCondition,MSSubClass,HeatingQC,KitchenQual,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,GarageQual,GarageCond,Alley,FireplaceQu,GarageYrBlt,Fence
52.0,6240.0,1934.0,1950.0,0.0,0.0,816.0,816.0,816.0,0.0,1176.0,6.0,528.0,112.0,0.0,0.0,RM,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,TA,TA,6,6,0,1,0,3,1,1,2,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1985.0,MnPrv
110.0,8472.0,1963.0,1963.0,0.0,104.0,0.0,816.0,816.0,0.0,816.0,5.0,516.0,106.0,0.0,0.0,RM,IR2,Bnk,Corner,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,GasA,N,SBrkr,Typ,Y,WD,Normal,90,TA,TA,5,5,1,1,0,2,1,0,2,Gd,TA,Gd,LwQ,GLQ,CarPort,Unf,TA,TA,NoAlley,NoFireplace,1963.0,NoFence
68.0,50271.0,1981.0,1987.0,0.0,1810.0,32.0,1842.0,1842.0,0.0,1842.0,5.0,894.0,857.0,72.0,0.0,RL,IR1,Low,Inside,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,WdShing,Wd Shng,None,Gd,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,Gd,9,5,2,0,1,0,1,1,3,Ex,TA,Gd,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,1981.0,NoFence
60.0,7134.0,1955.0,1955.0,0.0,384.0,0.0,384.0,1360.0,0.0,1360.0,6.0,572.0,0.0,50.0,0.0,RL,Reg,Bnk,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,GasA,Y,SBrkr,Min1,Y,WD,Normal,80,TA,TA,5,5,0,1,0,3,1,1,2,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,TA,1962.0,MnPrv
100.0,10175.0,1964.0,1964.0,272.0,490.0,935.0,1425.0,1425.0,0.0,1425.0,7.0,576.0,0.0,0.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,TA,6,5,0,2,0,3,1,1,2,TA,TA,No,BLQ,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,1964.0,NoFence
24.0,2645.0,1999.0,2000.0,456.0,649.0,321.0,970.0,983.0,756.0,1739.0,7.0,480.0,115.0,0.0,0.0,FV,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Abnorml,160,Ex,Gd,8,5,1,2,1,3,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,Fin,TA,TA,Pave,NoFireplace,1999.0,NoFence
89.0,11645.0,2004.0,2004.0,0.0,0.0,860.0,860.0,860.0,860.0,1720.0,7.0,565.0,0.0,70.0,0.0,RL,IR1,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,0,2,1,3,1,0,2,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,2004.0,NoFence
66.0,13682.0,2006.0,2006.0,1031.0,0.0,1410.0,1410.0,1426.0,1519.0,2945.0,10.0,641.0,192.0,0.0,37.0,RL,IR2,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,60,Ex,Gd,10,5,0,3,1,3,1,1,3,Ex,TA,Gd,Unf,Unf,BuiltIn,Fin,TA,TA,NoAlley,Gd,2006.0,NoFence
60.0,7200.0,1972.0,1972.0,0.0,632.0,148.0,780.0,780.0,0.0,780.0,4.0,352.0,196.0,0.0,0.0,RL,Reg,Bnk,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,5,7,0,1,0,2,1,0,1,TA,TA,Av,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1973.0,MnPrv
63.0,13072.0,2004.0,2004.0,0.0,941.0,217.0,1158.0,1158.0,0.0,1158.0,5.0,576.0,0.0,50.0,0.0,RL,Reg,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,20,Ex,Gd,6,5,1,1,1,3,1,0,2,Gd,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,2006.0,NoFence
60.0,7200.0,1920.0,1996.0,0.0,0.0,530.0,530.0,581.0,530.0,1111.0,6.0,288.0,0.0,0.0,144.0,RM,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasA,N,SBrkr,Typ,N,WD,Normal,75,TA,Fa,5,7,0,1,0,3,1,0,1,TA,Fa,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1935.0,NoFence
44.0,6442.0,2006.0,2006.0,178.0,24.0,1346.0,1370.0,1370.0,0.0,1370.0,6.0,484.0,120.0,49.0,0.0,RL,IR1,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,Gd,8,5,0,2,0,2,1,1,2,Gd,Gd,Mn,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2006.0,NoFence
50.0,10300.0,1921.0,1950.0,0.0,0.0,576.0,576.0,902.0,808.0,1710.0,9.0,480.0,12.0,11.0,64.0,RM,IR1,Bnk,Inside,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,70,Gd,TA,7,6,0,2,0,3,1,0,2,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1990.0,GdPrv
69.0,9375.0,1997.0,1998.0,573.0,739.0,318.0,1057.0,1057.0,977.0,2034.0,8.0,645.0,576.0,36.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,7,5,1,2,1,3,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1998.0,GdPrv
76.0,9591.0,2004.0,2005.0,344.0,0.0,1143.0,1143.0,1143.0,1330.0,2473.0,9.0,852.0,192.0,151.0,0.0,RL,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,8,5,0,2,1,4,1,1,3,Ex,TA,Av,Unf,Unf,BuiltIn,RFn,TA,TA,NoAlley,Gd,2004.0,NoFence
69.0,19900.0,1970.0,1989.0,287.0,912.0,1035.0,1947.0,2207.0,0.0,2207.0,7.0,576.0,301.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Min1,Y,WD,Normal,20,TA,TA,7,5,1,2,0,3,1,1,2,Gd,TA,Gd,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,1970.0,NoFence
72.0,10665.0,2003.0,2003.0,167.0,1013.0,440.0,1453.0,1479.0,0.0,1479.0,7.0,558.0,144.0,29.0,0.0,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,7,5,1,2,0,3,1,0,2,Gd,TA,Av,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,2003.0,NoFence
47.0,4608.0,1945.0,1950.0,0.0,0.0,747.0,747.0,747.0,0.0,747.0,4.0,220.0,0.0,0.0,0.0,RM,Reg,Lvl,Corner,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,30,TA,TA,4,6,0,1,0,2,1,0,1,TA,TA,No,Unf,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1945.0,NoFence
81.0,15593.0,1953.0,1953.0,0.0,603.0,701.0,1304.0,1304.0,983.0,2287.0,7.0,667.0,0.0,21.0,114.0,RL,Reg,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,GasW,Y,SBrkr,Typ,Y,WD,Normal,50,TA,TA,7,4,0,2,0,3,1,1,2,TA,TA,No,BLQ,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1953.0,NoFence
95.0,13651.0,1973.0,1973.0,1115.0,1880.0,343.0,2223.0,2223.0,0.0,2223.0,8.0,516.0,300.0,0.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,7,6,1,2,0,3,1,2,2,Gd,TA,Gd,ALQ,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,1973.0,NoFence
69.0,7599.0,1982.0,2006.0,0.0,565.0,280.0,845.0,845.0,0.0,845.0,4.0,360.0,0.0,0.0,0.0,RL,Reg,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,TA,TA,4,6,1,1,0,2,1,0,2,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1987.0,NoFence
74.0,10141.0,1998.0,1998.0,40.0,0.0,832.0,832.0,885.0,833.0,1718.0,7.0,427.0,0.0,94.0,0.0,RL,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Gd,TA,7,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1998.0,NoFence
85.0,10200.0,1954.0,2003.0,104.0,320.0,404.0,1086.0,1086.0,0.0,1086.0,6.0,490.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,TA,5,7,1,1,0,3,1,0,2,TA,TA,No,ALQ,BLQ,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1989.0,GdWo
60.0,5790.0,1915.0,1950.0,0.0,0.0,840.0,840.0,840.0,765.0,1605.0,8.0,379.0,0.0,0.0,202.0,RM,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,GasA,N,SBrkr,Typ,Y,WD,Normal,50,Gd,TA,3,6,0,2,0,3,2,0,1,Fa,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1915.0,NoFence
21.0,1596.0,1973.0,1973.0,0.0,462.0,0.0,462.0,526.0,462.0,988.0,5.0,297.0,120.0,101.0,0.0,RM,Reg,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,180,TA,TA,4,5,1,1,0,2,1,0,1,Gd,TA,Gd,GLQ,Unf,BuiltIn,Unf,TA,TA,NoAlley,NoFireplace,1973.0,GdWo
69.0,8475.0,1956.0,1956.0,0.0,228.0,724.0,952.0,952.0,0.0,952.0,4.0,283.0,0.0,0.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,GasA,Y,FuseA,Typ,Y,WD,Normal,20,Ex,TA,4,7,0,1,0,2,1,0,1,TA,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1956.0,NoFence
50.0,8635.0,1948.0,2001.0,0.0,336.0,295.0,672.0,1072.0,213.0,1285.0,6.0,240.0,0.0,0.0,0.0,RM,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,GasA,Y,SBrkr,Min1,Y,WD,Normal,50,TA,TA,5,5,1,1,0,2,1,0,1,TA,TA,No,BLQ,GLQ,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1948.0,MnPrv
72.0,10778.0,1968.0,1968.0,0.0,0.0,1768.0,1768.0,1768.0,0.0,1768.0,8.0,0.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,GasA,N,SBrkr,Typ,Y,WD,Normal,90,TA,TA,4,5,0,2,0,4,2,0,0,TA,TA,No,Unf,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
60.0,10440.0,1910.0,1981.0,0.0,0.0,440.0,440.0,682.0,548.0,1230.0,5.0,440.0,74.0,0.0,128.0,RM,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,50,Gd,TA,5,6,0,1,1,2,1,0,2,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,Grvl,NoFireplace,1966.0,MnPrv
100.0,13000.0,1968.0,1968.0,576.0,448.0,448.0,896.0,1182.0,960.0,2142.0,8.0,509.0,0.0,72.0,0.0,RL,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,TA,Gd,6,6,0,2,1,4,1,1,1,Gd,TA,No,Rec,Unf,Attchd,Fin,TA,TA,NoAlley,Gd,1968.0,NoFence
32.0,4500.0,1998.0,1998.0,443.0,1201.0,36.0,1237.0,1337.0,0.0,1337.0,5.0,405.0,0.0,199.0,0.0,RM,Reg,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,120,Ex,TA,6,5,1,2,0,2,1,0,2,Ex,Gd,No,GLQ,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,1998.0,NoFence
78.0,10206.0,2007.0,2007.0,468.0,33.0,1530.0,1563.0,1563.0,0.0,1563.0,6.0,758.0,144.0,99.0,0.0,RL,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,8,5,0,2,0,3,1,1,3,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,Gd,2007.0,NoFence
80.0,8892.0,1960.0,1960.0,66.0,0.0,1065.0,1065.0,1065.0,0.0,1065.0,6.0,461.0,74.0,0.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,COD,Normal,20,Gd,TA,5,5,0,1,1,3,1,0,2,TA,TA,No,Unf,Unf,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1974.0,NoFence
69.0,8530.0,1995.0,1996.0,22.0,0.0,384.0,384.0,804.0,670.0,1474.0,7.0,400.0,120.0,72.0,0.0,RL,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,80,Gd,TA,7,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,BuiltIn,Fin,TA,TA,NoAlley,TA,1995.0,NoFence
121.0,16059.0,1991.0,1992.0,284.0,0.0,1288.0,1288.0,1301.0,1116.0,2417.0,9.0,462.0,127.0,82.0,0.0,RL,Reg,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,8,5,0,2,1,4,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Unf,TA,TA,NoAlley,TA,1991.0,NoFence
122.0,11911.0,2005.0,2005.0,0.0,0.0,684.0,684.0,684.0,876.0,1560.0,6.0,400.0,100.0,38.0,0.0,RL,IR2,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,6,5,0,2,1,3,1,1,2,Gd,TA,Av,Unf,Unf,BuiltIn,Fin,TA,TA,NoAlley,Gd,2005.0,NoFence
40.0,3951.0,2009.0,2009.0,76.0,0.0,612.0,612.0,612.0,612.0,1224.0,4.0,528.0,0.0,234.0,0.0,FV,Reg,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,New,Partial,160,Ex,Gd,6,5,0,2,1,2,1,0,2,Gd,TA,Av,Unf,Unf,Detchd,RFn,TA,TA,Pave,NoFireplace,2009.0,NoFence
105.0,8470.0,1915.0,1982.0,0.0,0.0,1013.0,1013.0,1013.0,0.0,1526.0,6.0,0.0,0.0,0.0,156.0,C (all),IR1,Lvl,Corner,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,None,Fa,Fa,CBlock,GasA,N,SBrkr,Typ,N,ConLD,Abnorml,50,TA,Fa,3,2,0,1,0,2,1,0,0,TA,Fa,No,Unf,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,MnPrv
60.0,8070.0,1994.0,1995.0,0.0,588.0,402.0,990.0,990.0,0.0,990.0,5.0,0.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,TA,4,5,1,1,0,3,1,0,0,Gd,TA,No,GLQ,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
60.0,7200.0,1950.0,1950.0,0.0,0.0,0.0,0.0,1040.0,0.0,1040.0,4.0,420.0,0.0,29.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,GasA,Y,FuseA,Typ,Y,WD,Normal,20,TA,TA,4,5,0,1,0,2,1,0,2,NoBasement,NoBasement,NoBasement,NoBasement,NoBasement,Detchd,Unf,TA,TA,NoAlley,NoFireplace,1950.0,NoFence
85.0,8500.0,1961.0,1961.0,203.0,600.0,635.0,1235.0,1235.0,0.0,1235.0,6.0,480.0,0.0,0.0,0.0,RL,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Abnorml,20,TA,TA,5,3,0,1,0,2,1,0,2,TA,TA,No,Rec,Unf,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1961.0,GdWo
80.0,13360.0,1921.0,2006.0,0.0,713.0,163.0,876.0,964.0,0.0,964.0,5.0,432.0,0.0,0.0,44.0,RL,IR1,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,GasA,Y,SBrkr,Typ,Y,WD,Normal,30,Ex,TA,5,7,1,1,0,2,1,0,2,Gd,TA,No,ALQ,Unf,Detchd,Unf,TA,TA,Grvl,NoFireplace,1921.0,NoFence
60.0,7200.0,1910.0,1998.0,0.0,1046.0,168.0,1214.0,1260.0,1031.0,2291.0,9.0,506.0,0.0,0.0,0.0,C (all),Reg,Lvl,Corner,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,GasW,N,SBrkr,Typ,Y,WD,Normal,190,Ex,TA,6,6,0,2,0,4,2,1,2,TA,Fa,Mn,Rec,Unf,Detchd,Unf,TA,TA,NoAlley,Gd,1900.0,NoFence
69.0,9337.0,1997.0,1997.0,0.0,648.0,176.0,824.0,905.0,881.0,1786.0,7.0,684.0,0.0,162.0,0.0,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Ex,Gd,6,5,1,2,1,3,1,0,2,Gd,TA,No,GLQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1997.0,NoFence
69.0,9765.0,1993.0,1993.0,68.0,310.0,370.0,680.0,680.0,790.0,1470.0,6.0,420.0,232.0,63.0,0.0,RL,IR2,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,Gd,TA,6,8,0,2,1,3,1,1,2,Gd,Gd,No,ALQ,Unf,BuiltIn,Fin,TA,TA,NoAlley,TA,1993.0,NoFence
78.0,10264.0,1999.0,1999.0,183.0,1162.0,426.0,1588.0,1588.0,0.0,1588.0,6.0,472.0,158.0,29.0,0.0,RL,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,7,5,0,2,0,3,1,0,2,Gd,TA,Av,ALQ,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,1999.0,NoFence
73.0,10921.0,1965.0,1965.0,48.0,520.0,440.0,960.0,960.0,0.0,960.0,6.0,432.0,120.0,0.0,0.0,RL,Reg,HLS,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,GasA,Y,FuseF,Typ,P,WD,Normal,20,TA,TA,4,5,1,1,0,3,1,0,1,TA,TA,No,Rec,Unf,Attchd,Fin,TA,TA,NoAlley,NoFireplace,1965.0,NoFence
85.0,10625.0,1920.0,1950.0,0.0,108.0,350.0,458.0,835.0,0.0,835.0,5.0,366.0,0.0,0.0,77.0,RL,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,GasA,N,SBrkr,Typ,Y,COD,Abnorml,30,Fa,TA,5,5,0,1,0,2,1,0,1,TA,TA,No,ALQ,Unf,Basment,Unf,Fa,TA,NoAlley,NoFireplace,1920.0,NoFence
77.0,9320.0,1959.0,1959.0,0.0,569.0,381.0,950.0,1225.0,0.0,1225.0,6.0,0.0,352.0,0.0,0.0,RL,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Fa,TA,4,5,1,1,1,3,1,0,0,TA,TA,No,ALQ,Unf,NoGarage,NoGarage,NoGarage,NoGarage,NoAlley,NoFireplace,0.0,NoFence
69.0,10603.0,1977.0,2001.0,28.0,1200.0,410.0,1610.0,1610.0,0.0,1610.0,6.0,480.0,168.0,68.0,0.0,RL,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Gd,Gd,6,7,1,2,0,3,1,2,2,TA,TA,Mn,ALQ,Unf,Attchd,RFn,TA,TA,NoAlley,TA,1977.0,NoFence
77.0,9206.0,1985.0,1985.0,336.0,0.0,741.0,741.0,977.0,755.0,1732.0,7.0,476.0,192.0,46.0,0.0,RL,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,GasA,Y,SBrkr,Typ,Y,WD,Normal,60,TA,Gd,6,5,0,2,1,3,1,1,2,Gd,TA,No,Unf,Unf,Attchd,Fin,TA,TA,NoAlley,TA,1985.0,NoFence
64.0,7018.0,1979.0,1979.0,0.0,0.0,0.0,0.0,1535.0,0.0,1535.0,8.0,410.0,0.0,0.0,0.0,RL,Reg,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Fa,Slab,GasA,Y,SBrkr,Typ,Y,WD,Alloca,90,TA,TA,5,5,0,2,0,4,2,0,2,NoBasement,NoBasement,NoBasement,NoBasement,NoBasement,Attchd,Unf,TA,TA,NoAlley,NoFireplace,1979.0,NoFence
94.0,10402.0,2009.0,2009.0,0.0,0.0,1226.0,1226.0,1226.0,0.0,1226.0,6.0,740.0,0.0,36.0,0.0,RL,IR1,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,GasA,Y,SBrkr,Typ,Y,WD,Normal,20,Ex,Gd,7,5,0,2,0,3,1,0,3,Gd,TA,No,Unf,Unf,Attchd,RFn,TA,TA,NoAlley,NoFireplace,2009.0,NoFence
